Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
29,40,85,1012,True,4.3,0,11/14/2022 9:19:40 AM,False,0,1,22,27.3,3461,,4.2,3,11/14/2022 10:17:21 AM,False,0,0,600FB929,22,0,13,GF,40/85,1012,1012,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,4.5,0,1,0.36,0.32,0,0,0,1,0,84,False,False,0,0,0,0,0,4.28,2910,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,6.9,0,1,0.39,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2906,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,4.3,0,1,0.36,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.28,2892,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,5.5,0,1,0.37,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.28,2890,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,9.2,0,1,0.41,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2886,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,10.4,0,1,0.41,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2878,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,10.8,0,1,0.43,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2870,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,11.4,0,1,0.43,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2864,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,11.9,0,1,0.43,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2854,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,10.3,0,1,0.42,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.27,2848,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,9.3,0,1,0.41,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.28,2844,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
