Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
87,40,85,54,True,4.1,17,12/29/2022 3:50:29 PM,False,0,1,22,75,2461,,4.1,32,12/29/2022 4:31:30 PM,False,0,0,600FB929,22,0,13,GF,40/85,1017,1017,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,1.6,0,0,0.38,0.36,0,0,0,1,0,80,False,False,0,0,0,0,0,4.11,3346,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,10.4,0,1,0.49,0.36,0,0,99,1,0,79,False,False,0,0,0,0,0,4.11,3320,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,21.9,0,1,0.59,0.36,0,0,99,1,0,79,False,False,0,0,0,0,0,4.11,3306,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,30.4,0,1,0.69,0.36,0,0,99,1,0,79,False,False,0,0,0,0,0,4.11,3284,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,40.5,0,5,0.79,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.11,3268,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,50.7,0,5,0.91,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.11,3242,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,58.2,0,5,0.9899999,0.36,0,0,93,1,0,78,False,False,0,0,0,0,0,4.11,3214,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,62.8,0,5,1.05,0.36,0,0,71,1,0,78,False,False,0,0,0,0,0,4.11,3192,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,65.1,0,5,1.07,0.36,0,0,66,1,0,78,False,False,0,0,0,0,0,4.11,3184,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,67,0,5,1.09,0.36,0,0,58,1,0,78,False,False,0,0,0,0,0,4.11,3162,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,69,0,6,1.12,0.36,0,0,52,1,0,78,False,False,0,0,0,0,0,4.11,3152,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,69.8,0,6,1.12,0.36,0,0,52,1,0,78,False,False,0,0,0,0,0,4.11,3148,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,70,0,6,1.13,0.36,0,0,51,1,0,78,False,False,0,0,0,0,0,4.11,3128,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,69.7,0,6,1.12,0.36,0,0,52,1,0,78,False,False,0,0,0,0,0,4.11,3118,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,67.1,0,5,1.09,0.36,0,0,56,1,0,78,False,False,0,0,0,0,0,4.11,3098,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,65.7,0,5,1.08,0.36,0,0,59,1,0,78,False,False,0,0,0,0,0,4.11,3092,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,65.7,0,5,1.08,0.36,0,0,59,1,0,78,False,False,0,0,0,0,0,4.11,3082,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,65.1,0,5,1.07,0.36,0,0,62,1,0,78,False,False,0,0,0,0,0,4.11,3072,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,65.4,0,5,1.08,0.36,0,0,61,1,0,78,False,False,0,0,0,0,0,4.11,3054,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,66,0,5,1.08,0.36,0,0,59,1,0,78,False,False,0,0,0,0,0,4.11,3034,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,66.5,0,5,1.08,0.36,0,0,59,1,0,78,False,False,0,0,0,0,0,4.11,3028,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,66.6,0,5,1.09,0.36,0,0,58,1,0,78,False,False,0,0,0,0,0,4.11,3008,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,65.9,0,5,1.08,0.36,0,0,59,1,0,78,False,False,0,0,0,0,0,4.11,2984,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,65.3,0,5,1.08,0.36,0,0,58,1,0,78,False,False,0,0,0,0,0,4.11,2964,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,65.4,0,5,1.08,0.36,0,0,58,1,0,78,False,False,0,0,0,0,0,4.11,2954,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,64.6,0,5,1.07,0.36,0,0,61,1,0,78,False,False,0,0,0,0,0,4.11,2954,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,65.2,0,5,1.07,0.36,0,0,60,1,0,78,False,False,0,0,0,0,0,4.11,2934,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,64.7,0,5,1.06,0.36,0,0,62,1,0,78,False,False,0,0,0,0,0,4.11,2926,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280000,63.2,0,5,1.06,0.36,0,0,63,1,0,78,False,False,0,0,0,0,0,4.11,2910,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
