Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
65,40,85,35,True,4.1,7,12/13/2022 3:20:18 PM,False,0,1,22,41,2432,,4.1,13,12/13/2022 4:00:50 PM,False,0,0,600FB929,22,0,13,GF,40/85,1010,1010,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.32,0.32,0,0,0,1,0,91,False,False,0,0,0,0,0,4.15,2922,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,12.6,0,1,0.43,0.32,0,0,99,1,0,90,False,False,0,0,0,0,0,4.15,2900,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,16.5,0,1,0.47,0.32,0,0,99,1,0,87,False,False,0,0,0,0,0,4.15,2884,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,20,0,1,0.51,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.15,2870,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,20.8,0,1,0.52,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.15,2862,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,22.6,0,1,0.53,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.15,2848,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,22.2,0,1,0.53,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.15,2840,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,23.9,0,1,0.55,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.15,2834,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,24.1,0,1,0.55,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.15,2820,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,27.3,0,1,0.58,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.15,2812,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,28.1,0,1,0.59,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.15,2798,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,29.1,0,1,0.6,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2798,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,30.1,0,1,0.61,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2778,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,29.4,0,1,0.61,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2774,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,27.8,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2766,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,29.1,0,1,0.6,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2764,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,26.4,0,1,0.58,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2760,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,24.4,0,1,0.56,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2760,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,24.5,0,1,0.55,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2744,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,24.3,0,1,0.56,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2746,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,25.8,0,1,0.57,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2732,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,24.3,0,1,0.56,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2724,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,27.7,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2728,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,28.1,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2718,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,27.4,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2712,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,27.2,0,1,0.58,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2704,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,28.5,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2698,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,30.3,0,1,0.61,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2692,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280000,33,0,1,0.64,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2686,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
290000,32.2,0,1,0.64,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.14,2678,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
300000,33.6,0,1,0.64,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2680,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
310000,33.9,0,1,0.65,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2662,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
320000,34,0,1,0.65,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.14,2654,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
330000,33.5,0,1,0.64,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2648,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
340000,32.1,0,1,0.63,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.15,2636,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
