Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
93,40,85,163,True,4.1,6,12/31/2022 2:19:41 PM,False,0,1,22,21.4,63,,4.1,6,12/31/2022 2:20:44 PM,False,0,0,600FB929,22,0,13,GF,40/85,1014,1014,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,1.7,0,0,0.33,0.32,0,0,0,1,0,84,False,False,0,0,0,0,0,4.14,3408,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,8.400001,0,1,0.4,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.14,3390,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,12.4,0,1,0.43,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.14,3378,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,20.2,0,1,0.5,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.14,3362,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,16.7,0,1,0.49,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.14,3340,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,13.6,0,1,0.45,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.14,3310,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,6.4,0,1,0.4,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.14,3282,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,0,0,0,0.34,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.14,3262,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,1.2,0,0,0.32,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.14,3248,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
