Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
44,40,85,185,True,3.9,2,11/17/2022 1:55:18 PM,False,0,1,22,36,2481,,3.9,7,11/17/2022 2:36:39 PM,False,0,0,600FB929,22,0,13,GF,40/85,1010,1010,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.33,0.32,0,0,0,1,0,85,False,False,0,0,0,0,0,3.93,2960,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,6.8,0,1,0.38,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,3.93,2946,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,8.8,0,1,0.4,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,3.93,2932,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,13.5,0,1,0.45,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,3.93,2926,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,18.6,0,1,0.5,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2914,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,20.2,0,1,0.52,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2908,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,22.9,0,1,0.54,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2894,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,25.1,0,1,0.56,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2886,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,23.6,0,1,0.55,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2868,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,20.7,0,1,0.52,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.94,2860,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,17.5,0,1,0.49,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2852,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,16.4,0,1,0.48,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2840,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,17.5,0,1,0.49,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.94,2832,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,17.8,0,1,0.5,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2830,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,17.1,0,1,0.49,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2822,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,16,0,1,0.48,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2804,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,16.6,0,1,0.48,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2796,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,21.4,0,1,0.52,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2790,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,25.4,0,1,0.56,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2770,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,21.9,0,1,0.54,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2766,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,16.7,0,1,0.48,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2760,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,15,0,1,0.46,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2748,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,14,0,1,0.45,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2736,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,16.3,0,1,0.47,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,3.93,2724,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,22.7,0,1,0.54,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2708,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,28.3,0,1,0.59,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2698,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,29,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2680,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,29.6,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2670,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280000,28.7,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2656,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
290000,28,0,1,0.59,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2646,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
300000,24.3,0,1,0.56,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2642,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
310000,24.1,0,1,0.55,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2628,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
320000,26.7,0,1,0.58,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2616,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
330000,25.4,0,1,0.57,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2604,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
340000,24.6,0,1,0.56,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2592,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
350000,25.3,0,1,0.56,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2580,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
360000,26.3,0,1,0.57,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2570,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
370000,27,0,1,0.58,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2560,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
380000,26.6,0,1,0.58,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2550,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
390000,23.9,0,1,0.56,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2542,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
400000,22.7,0,1,0.54,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2538,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
410000,25.6,0,1,0.57,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2522,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
420000,28.2,0,1,0.59,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2516,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
430000,30,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2498,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
440000,30.4,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2484,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
450000,30.6,0,1,0.62,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2478,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
460000,28.4,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2474,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
470000,29.8,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2468,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
480000,32.6,0,1,0.64,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2448,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
490000,32.6,0,1,0.63,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2442,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
500000,28.9,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2428,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
510000,28.7,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2424,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
520000,28.2,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2414,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
530000,30.9,0,1,0.62,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2392,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
540000,29.7,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2382,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
550000,28.7,0,1,0.6,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,3.93,2370,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
