Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
98,40,85,196,True,4.2,5,1/1/2023 2:23:24 PM,False,0,1,22,27,2975,,4.2,10,1/1/2023 3:12:59 PM,False,0,0,600FB929,22,0,13,GF,40/85,1012,1012,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.32,0.32,0,0,0,1,0,89,False,False,0,0,0,0,0,4.19,2926,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,7.2,0,1,0.39,0.32,0,0,99,1,0,88,False,False,0,0,0,0,0,4.19,2904,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,11.7,0,1,0.43,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.19,2890,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,14.2,0,1,0.46,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.19,2872,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,14.3,0,1,0.46,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.19,2854,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,16.9,0,1,0.48,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.19,2836,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,16.2,0,1,0.47,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.19,2818,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,14.1,0,1,0.45,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.18,2810,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,14.8,0,1,0.46,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.19,2794,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,16.4,0,1,0.47,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.18,2788,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,18.2,0,1,0.49,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.18,2770,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,18.9,0,1,0.5,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2760,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,21.2,0,1,0.53,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2744,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,22.3,0,1,0.54,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.19,2732,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,22.2,0,1,0.54,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.19,2716,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,20.2,0,1,0.52,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.19,2708,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,20.2,0,1,0.52,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.19,2698,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,19.4,0,1,0.51,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.19,2688,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,20.8,0,1,0.52,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2674,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,21.3,0,1,0.53,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2666,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,21.2,0,1,0.53,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2660,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,20.5,0,1,0.51,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2656,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,20.6,0,1,0.52,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2642,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,20.2,0,1,0.52,0.32,0,0,99,1,0,79,False,False,0,0,0,0,0,4.18,2638,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,19.4,0,1,0.51,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2630,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,19.5,0,1,0.51,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2624,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,20.3,0,1,0.51,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2620,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,23.3,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2606,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280000,24,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2600,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
290000,24.9,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2592,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
300000,24.6,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2580,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
310000,23,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2576,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
320000,21.4,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2568,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
330000,21.2,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2556,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
340000,21.2,0,1,0.52,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2554,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
350000,21.5,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2542,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
360000,20.3,0,1,0.52,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2540,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
370000,19.6,0,1,0.51,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2530,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
380000,20.8,0,1,0.52,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2526,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
390000,22,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2522,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
400000,22.3,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2514,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
410000,22.3,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2510,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
420000,21.7,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2498,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
430000,21.6,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2494,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
440000,23.4,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2484,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
450000,23.5,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2484,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
460000,23.7,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2476,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
470000,24.8,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2466,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
480000,25,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2460,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
490000,26.1,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2454,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
500000,24.9,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2448,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
510000,25.1,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2436,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
520000,25.3,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2426,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
530000,25.3,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2426,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
540000,22.5,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2414,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
550000,22.2,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2410,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
560000,22.7,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2402,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
570000,22.1,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2396,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
580000,23.3,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2392,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
590000,25.5,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2386,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
600000,25,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2374,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
610000,24.9,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2374,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
620000,24.2,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2358,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
630000,23.7,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2354,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
640000,23.6,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2346,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
650000,24,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2342,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
660000,25.3,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2336,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
670000,24.5,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2328,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
680000,24.7,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2322,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
690000,25.2,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2316,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
700000,24.2,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2316,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
710000,23.9,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2310,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
720000,25.1,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2304,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
730000,25.5,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2290,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
740000,25.9,0,1,0.58,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2280,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
750000,25.6,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2276,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
760000,24.9,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2262,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
770000,25.3,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2260,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
780000,25.5,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2258,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
790000,24.8,0,1,0.56,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2244,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
800000,23.5,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2242,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
810000,25.6,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.17,2230,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
820000,24.9,0,1,0.57,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2226,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
830000,23.9,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2216,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
840000,23.1,0,1,0.55,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.17,2214,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
850000,22.3,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2206,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
860000,22,0,1,0.53,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.17,2202,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
870000,22.3,0,1,0.54,0.32,0,0,99,1,0,78,False,False,0,0,0,0,0,4.18,2190,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
