Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
47,40,85,831,True,4.3,0,11/18/2022 9:08:12 AM,False,0,1,22,101.3,1295,,4.3,7,11/18/2022 9:29:47 AM,False,0,0,600FB929,22,0,13,GF,40/85,1012,1012,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,5.2,0,1,0.37,0.32,0,0,0,1,0,82,False,False,0,0,0,0,0,4.29,2826,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,12.8,0,1,0.44,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2814,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,15.4,0,1,0.46,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2802,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,16.2,0,1,0.48,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2786,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,16.9,0,1,0.48,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2782,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,21.7,0,1,0.53,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2764,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,22.9,0,1,0.54,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2758,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,23.9,0,1,0.55,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2748,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,26.7,0,1,0.58,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2744,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,29.6,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.29,2726,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
