Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
84,40,85,4206,True,4.3,0,12/29/2022 9:19:41 AM,False,0,1,22,79.6,2461,,4.2,15,12/29/2022 10:00:42 AM,False,0,0,600FB929,22,0,13,GF,40/85,1019,1019,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.36,0.36,0,0,0,1,0,77,False,False,0,0,0,0,0,4.27,3218,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,11.6,0,1,0.48,0.36,0,0,99,1,0,77,False,False,0,0,0,0,0,4.27,3176,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,15.6,0,1,0.53,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3170,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,20.5,0,1,0.58,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3166,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,29.5,0,1,0.67,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3156,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,35,0,1,0.73,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3148,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,42.3,0,5,0.82,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3134,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,51.1,0,5,0.91,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3124,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,58,0,5,0.9899999,0.36,0,0,99,1,0,78,False,False,0,0,0,0,0,4.27,3102,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,66.6,0,5,1.08,0.36,0,0,74,1,0,78,False,False,0,0,0,0,0,4.27,3090,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
