Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
19,40,85,1635,True,4.3,0,10/8/2022 2:38:59 PM,False,0,1,22,71.9,2819,,4.2,12,10/8/2022 3:25:58 PM,False,0,0,600FB929,22,0,13,GF,40/85,1011,1011,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.32,0.32,0,0,0,1,0,92,False,False,0,0,0,0,0,4.27,3252,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,10.4,0,1,0.42,0.32,0,0,99,1,0,91,False,False,0,0,0,0,0,4.27,3094,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,19.7,0,1,0.51,0.32,0,0,99,1,0,89,False,False,0,0,0,0,0,4.27,3016,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,27.6,0,1,0.57,0.32,0,0,99,1,0,88,False,False,0,0,0,0,0,4.27,2980,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,37,0,5,0.67,0.32,0,0,99,1,0,87,False,False,0,0,0,0,0,4.27,2966,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,43.4,0,5,0.73,0.32,0,0,99,1,0,86,False,False,0,0,0,0,0,4.27,2958,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,44.7,0,5,0.75,0.32,0,0,99,1,0,86,False,False,0,0,0,0,0,4.27,2930,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,44.9,0,5,0.76,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.27,2918,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,47.5,0,5,0.78,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.27,2914,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,48.5,0,5,0.79,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.27,2906,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,50.3,0,5,0.8,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.27,2896,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,54.6,0,5,0.85,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.28,2890,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,55.2,0,5,0.86,0.32,0,0,84,1,0,85,False,False,0,0,0,0,0,4.27,2872,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,61.5,0,5,0.91,0.32,0,0,70,1,0,84,False,False,0,0,0,0,0,4.27,2866,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,66.2,0,5,0.96,0.32,0,0,57,1,0,84,False,False,0,0,0,0,0,4.27,2860,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,68.2,0,5,0.98,0.32,0,0,53,1,0,84,False,False,0,0,0,0,0,4.27,2848,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,67.7,0,5,0.98,0.32,0,0,52,1,0,84,False,False,0,0,0,0,0,4.27,2830,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,65.4,0,5,0.96,0.32,0,0,56,1,0,84,False,False,0,0,0,0,0,4.27,2822,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,66.6,0,5,0.97,0.32,0,0,54,1,0,84,False,False,0,0,0,0,0,4.27,2814,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,66.9,0,5,0.97,0.32,0,0,53,1,0,84,False,False,0,0,0,0,0,4.27,2810,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,66.6,0,5,0.97,0.32,0,0,54,1,0,84,False,False,0,0,0,0,0,4.27,2798,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,68,0,5,0.98,0.32,0,0,51,1,0,84,False,False,0,0,0,0,0,4.27,2782,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
