Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
52,40,85,39,True,4.2,5,11/19/2022 10:24:53 AM,False,0,1,22,81,1967,,4.2,11,11/19/2022 10:57:40 AM,False,0,0,600FB929,22,0,13,GF,40/85,1014,1014,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0,0.32,0,0,0,1,0,82,False,False,0,0,0,0,0,4.22,No comms for 90s +,AI is off,N/A,N/A,N/A,Not Diving,0,0,0
10000,12.6,0,1,0.44,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.24,2850,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,18.7,0,1,0.5,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.24,2844,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,23.3,0,1,0.54,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.24,2828,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,26.8,0,1,0.58,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.24,2818,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,31.7,0,1,0.62,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.24,2804,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,31.8,0,1,0.63,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2790,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,32,0,1,0.63,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.24,2772,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,33.8,0,1,0.65,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.24,2764,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,33.9,0,1,0.65,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2750,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,32.8,0,1,0.64,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2736,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,31.4,0,1,0.63,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2732,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,33.3,0,1,0.64,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2726,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,34,0,1,0.65,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2714,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,33.3,0,1,0.64,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.24,2704,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,31.3,0,1,0.63,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2690,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,32.5,0,1,0.64,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2680,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,33.4,0,1,0.65,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2670,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,33.6,0,1,0.65,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2666,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,33.4,0,1,0.64,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2646,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,33.4,0,1,0.65,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2638,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,33.1,0,1,0.64,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2620,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,28.8,0,1,0.61,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2616,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,26.5,0,1,0.58,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2612,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,26,0,1,0.58,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2608,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,27,0,1,0.58,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2600,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,28.6,0,1,0.6,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2584,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,28.2,0,1,0.6,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2570,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280000,28,0,1,0.59,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2554,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
290000,29,0,1,0.6,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2550,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
300000,29.9,0,1,0.61,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2530,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
310000,30.4,0,1,0.61,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2524,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
320000,31.8,0,1,0.63,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2508,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
330000,31.3,0,1,0.63,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2504,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
340000,29.8,0,1,0.61,0.32,0,0,99,1,0,80,False,False,0,0,0,0,0,4.23,2494,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
350000,26.7,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2490,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
360000,24.4,0,1,0.56,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2478,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
370000,24.3,0,1,0.56,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2472,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
380000,23.9,0,1,0.56,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2458,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
390000,23.9,0,1,0.55,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2452,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
400000,24,0,1,0.55,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2440,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
410000,24.1,0,1,0.55,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2436,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
420000,24.5,0,1,0.55,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2420,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
430000,26.6,0,1,0.58,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2414,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
440000,28.2,0,1,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2406,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
450000,29.5,0,1,0.6,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2394,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
460000,32,0,1,0.63,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.23,2392,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
