Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
37,40,85,138,True,4.1,4,11/15/2022 6:35:27 PM,False,0,1,22,48.5,2735,,4.1,10,11/15/2022 7:21:02 PM,False,0,0,600FB929,22,0,13,GF,40/85,1013,1013,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,2.3,0,1,0.34,0.32,0,0,0,1,0,83,False,False,0,0,0,0,0,4.09,3016,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,9.900001,0,1,0.41,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,3006,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,15.7,0,1,0.47,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2992,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,23.3,0,1,0.54,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2984,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,31.1,0,1,0.62,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2974,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,31.6,0,1,0.63,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2958,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,31.9,0,1,0.63,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2950,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,29.5,0,1,0.61,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2938,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,29.8,0,1,0.61,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2932,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,26.8,0,1,0.58,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.09,2922,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
