Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
60,40,85,149,True,4.2,4,12/12/2022 2:16:50 PM,False,0,1,22,43.5,2235,,4.2,9,12/12/2022 2:54:05 PM,False,0,0,600FB929,22,0,13,GF,40/85,1009,1009,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,1.8,0,0,0.34,0.32,0,0,0,1,0,89,False,False,0,0,0,0,0,4.21,2988,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,7.6,0,1,0.39,0.32,0,0,99,1,0,86,False,False,0,0,0,0,0,4.21,2954,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,10.5,0,1,0.41,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.21,2938,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,13.7,0,1,0.45,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.2,2930,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,16,0,1,0.47,0.32,0,0,99,1,0,83,False,False,0,0,0,0,0,4.21,2914,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,18.4,0,1,0.49,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.21,2894,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,24.1,0,1,0.55,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.21,2878,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,28.3,0,1,0.59,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.2,2870,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,30.9,0,1,0.62,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.2,2846,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,29.9,0,1,0.61,0.32,0,0,99,1,0,82,False,False,0,0,0,0,0,4.2,2840,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,33.9,0,1,0.65,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2826,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,34.8,0,4,0.65,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2812,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,35.5,0,5,0.67,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2786,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,35.4,0,5,0.66,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2776,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,35.6,0,5,0.66,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2762,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,36.3,0,5,0.67,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2756,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,38.2,0,5,0.68,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2752,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,37.9,0,5,0.69,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2728,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,38,0,5,0.69,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2714,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,37,0,5,0.68,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2706,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,35.2,0,5,0.67,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2704,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,34.6,0,4,0.66,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2696,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,35.1,0,4,0.66,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2704,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,35.8,0,5,0.67,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2678,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,30.8,0,4,0.62,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2684,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,31.5,0,4,0.62,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2658,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,27.9,0,4,0.59,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2654,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,30.4,0,4,0.61,0.32,0,0,99,1,0,81,False,False,0,0,0,0,0,4.2,2644,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
