Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
21,40,85,763,True,4.3,0,10/9/2022 9:22:30 AM,False,0,1,22,104.2,1742,,4.3,10,10/9/2022 9:51:32 AM,False,0,0,600FB929,22,0,13,GF,40/85,1010,1010,Teric
Time (ms),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar
0,0,0,0,0.32,0.32,0,0,0,1,0,92,False,False,0,0,0,0,0,4.29,3272,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
10000,9.5,0,1,0.41,0.32,0,0,99,1,0,91,False,False,0,0,0,0,0,4.29,3252,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
20000,7.7,0,1,0.4,0.32,0,0,99,1,0,89,False,False,0,0,0,0,0,4.29,3242,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
30000,0,0,0,0.33,0.32,0,0,99,1,0,88,False,False,0,0,0,0,0,4.29,3230,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
40000,0,0,0,0.33,0.32,0,0,99,1,0,87,False,False,0,0,0,0,0,4.29,3214,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
50000,2.1,0,0,0.33,0.32,0,0,99,1,0,86,False,False,0,0,0,0,0,4.29,3202,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
60000,12.4,0,1,0.43,0.32,0,0,99,1,0,86,False,False,0,0,0,0,0,4.29,3188,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
70000,14.7,0,1,0.46,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.29,3164,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
80000,17,0,1,0.48,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.29,3148,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
90000,21,0,1,0.52,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.29,3130,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
100000,27.7,0,1,0.57,0.32,0,0,99,1,0,85,False,False,0,0,0,0,0,4.29,3106,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
110000,33,0,1,0.63,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.29,3090,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
120000,40.6,0,5,0.7,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.29,3066,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
130000,48.2,0,5,0.78,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.29,3026,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
140000,50.4,0,5,0.81,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.29,2996,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
150000,54,0,5,0.84,0.32,0,0,99,1,0,84,False,False,0,0,0,0,0,4.29,2974,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
160000,61.9,0,5,0.91,0.32,0,0,71,1,0,84,False,False,0,0,0,0,0,4.29,2952,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
170000,66.8,0,5,0.96,0.32,0,0,56,1,0,84,False,False,0,0,0,0,0,4.29,2932,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
180000,69,0,6,0.9899999,0.32,0,0,50,1,0,84,False,False,0,0,0,0,0,4.29,2888,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
190000,69.7,0,6,1,0.32,0,0,49,1,0,84,False,False,0,0,0,0,0,4.29,2864,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
200000,69.5,0,6,1,0.32,0,0,49,1,0,84,False,False,0,0,0,0,0,4.29,2850,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
210000,68.9,0,6,0.9899999,0.32,0,0,50,1,0,84,False,False,0,0,0,0,0,4.29,2826,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
220000,68.6,0,6,0.9899999,0.32,0,0,50,1,0,84,False,False,0,0,0,0,0,4.29,2812,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
230000,76.8,0,6,1.05,0.32,0,0,40,1,0,84,False,False,0,0,0,0,0,4.29,2806,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
240000,86.1,0,6,1.15,0.32,0,0,28,1,0,84,False,False,0,0,0,0,0,4.29,2764,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
250000,88.9,0,6,1.18,0.32,0,0,25,1,0,84,False,False,0,0,0,0,0,4.29,2744,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
260000,90.1,0,6,1.19,0.32,0,0,24,1,0,84,False,False,0,0,0,0,0,4.29,2734,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
270000,92.5,0,6,1.21,0.32,0,0,22,1,0,84,False,False,0,0,0,0,0,4.29,2686,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
280000,89.8,0,6,1.19,0.32,0,0,24,1,0,84,False,False,0,0,0,0,0,4.29,2680,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
290000,90,0,6,1.2,0.32,0,0,23,1,0,84,False,False,0,0,0,0,0,4.29,2666,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
300000,91.2,0,6,1.2,0.32,0,0,23,1,0,84,False,False,0,0,0,0,0,4.29,2620,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
310000,94.2,0,6,1.23,0.32,0,0,21,1,0,84,False,False,0,0,0,0,0,4.29,2606,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
320000,98.1,0,6,1.27,0.32,0,0,19,1,0,84,False,False,0,0,0,0,0,4.29,2554,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
330000,99.5,0,6,1.29,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2538,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
340000,100.1,0,8,1.29,0.32,0,0,17,1,0,84,False,False,0,0,0,0,0,4.29,2506,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
350000,99.9,0,8,1.29,0.32,0,0,17,1,0,84,False,False,0,0,0,0,0,4.29,2476,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
360000,98.6,0,8,1.28,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2450,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
370000,97.6,0,8,1.27,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2428,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
380000,96.5,0,8,1.26,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2420,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
390000,97.2,0,8,1.26,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2396,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
400000,96.7,0,8,1.26,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2362,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
410000,94,0,8,1.24,0.32,0,0,18,1,0,84,False,False,0,0,0,0,0,4.29,2358,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
420000,94.1,0,8,1.23,0.32,0,0,19,1,0,84,False,False,0,0,0,0,0,4.29,2350,AI is off,N/A,N/A,N/A,GTR and SAC are off,0,0,0
